"homePTS","homeORBR","homeDRBR","homeFGR","home3PR","home2PR","homeFTR","homeWins","awayPTS","awayORBR","awayDRBR","awayFGR","away3PR","away2PR","awayFTR","awayWins","pastMatchesScoreDifference","isHomeWinner"
"40",100,0.314258911819887,0.685741088180113,0.400743745774172,0.411483253588517,0.397202797202797,0.881944444444444,0.25,95.6666666666667,0.201666666666667,0.798333333333333,0.418155410312273,0.373015873015873,0.435010482180293,0.792704075312771,0.666666666666667,-27,"TRUE"
"41",86,0.32890365448505,0.67109634551495,0.361607142857143,0.217365967365967,0.432633053221289,0.702898550724638,0.333333333333333,92.4,0.314439056878081,0.685560943121919,0.424240645591136,0.358962090541038,0.444359562006621,0.742848507217297,0,9,"TRUE"
"42",91.25,0.293046684258551,0.706953315741449,0.410031029097485,0.266339869281046,0.432754105457718,0.798699494949495,0.75,96.5,0.288888888888889,0.711111111111111,0.4765625,0.3625,0.511642156862745,0.754838709677419,0.75,0,"TRUE"
"43",97.5,0.235662491760053,0.764337508239947,0.451801363193768,0.3875,0.481698564593301,0.666666666666667,0.75,98,0.171080139372822,0.828919860627178,0.474285714285714,0.421245421245421,0.488351254480287,0.756868131868132,0.416666666666667,11,"FALSE"
"44",104,0.28555604785113,0.71444395214887,0.436374712332476,0.361344537815126,0.455757575757576,0.813492063492063,0.5,103.333333333333,0.360311890838207,0.639688109161793,0.429554764232184,0.346978557504873,0.453276546560129,0.682767743112571,0.5,0,"TRUE"
"45",103,0.311827956989247,0.688172043010753,0.466345381526104,0.4,0.489177489177489,0.727380952380952,0.416666666666667,93.3333333333333,0.195096008197452,0.804903991802548,0.457356671740233,0.3085346215781,0.50962962962963,0.722222222222222,0.833333333333333,0,"FALSE"
"46",100,0.204545454545455,0.795454545454545,0.494230769230769,0.388888888888889,0.525,0.722506393861893,0.5,93.25,0.334784741319696,0.665215258680304,0.430740341707928,0.27960927960928,0.477166197909732,0.585660173160173,0.625,0,"FALSE"
"47",101.5,0.247687132043734,0.752312867956266,0.468121089125655,0.482608695652174,0.454848484848485,0.725975975975976,0.5,84,0.27424844015882,0.72575155984118,0.384302325581395,0.335526315789474,0.392778753292362,0.782352941176471,0.333333333333333,39,"TRUE"
"48",104.5,0.212435924106405,0.787564075893595,0.505832209145462,0.380616246498599,0.546447700806054,0.805693707633363,0.75,104,0.315789473684211,0.684210526315789,0.493975903614458,0.32,0.568965517241379,0.7,0.666666666666667,0,"TRUE"
"49",98,0.362254901960784,0.637745098039216,0.394961421557166,0.336466165413534,0.407619047619048,0.809565217391304,0.833333333333333,89.5,0.196476964769648,0.803523035230352,0.475815418828762,0.334090909090909,0.532679738562091,0.860576923076923,0.75,0,"TRUE"
"50",103.5,0.180525545994897,0.819474454005103,0.496532716927454,0.431161616161616,0.529026535987529,0.822118598313451,0.625,102.75,0.286427719567254,0.713572280432746,0.450946564612553,0.407520012315271,0.467049672273553,0.672728931349621,0.375,0,"TRUE"
"51",98.75,0.283496409689892,0.716503590310108,0.478246753246753,0.352132242757243,0.51579330447778,0.635922545196739,0.25,88.3333333333333,0.290413161801089,0.709586838198911,0.375685854866291,0.301359180035651,0.392556907244599,0.808333333333333,0.333333333333333,0,"TRUE"
"52",86,0.324862096138692,0.675137903861308,0.345075239398085,0.321818181818182,0.355729166666667,0.827838827838828,0.625,100,0.198512585812357,0.801487414187643,0.48896839594514,0.422222222222222,0.505135387488329,0.853070175438597,0.666666666666667,0,"FALSE"
"53",92,0.322466422466422,0.677533577533578,0.395609547508282,0.430223371399842,0.379756705023317,0.803986068111455,0.166666666666667,91,0.304475559163059,0.695524440836941,0.429382933946828,0.312251154642459,0.464597039473684,0.695804195804196,0.5,0,"FALSE"
"54",96,0.277777777777778,0.722222222222222,0.443037974683544,0.375,0.46031746031746,0.769230769230769,0,90.5,0.230263157894737,0.769736842105263,0.434887030777442,0.398190045248869,0.441666666666667,0.889233954451346,0.65,-11,"FALSE"
"55",90.4,0.294011815491947,0.705988184508052,0.413024823277988,0.305379587732529,0.429785373918414,0.801459595959596,0.8,97.3333333333333,0.172386759581882,0.827613240418118,0.464338624338624,0.391941391941392,0.483462239828963,0.769284636931696,0.5,0,"FALSE"
"56",89.3333333333333,0.282761166482097,0.717238833517903,0.375217770034843,0.26029526029526,0.431279178338002,0.737829803047194,0.5,88.3333333333333,0.247263712947207,0.752736287052793,0.443792557700187,0.311616161616162,0.490536492374728,0.777421652421652,0.666666666666667,0,"FALSE"
"57",116.333333333333,0.193508699198952,0.806491300801048,0.564056776556777,0.506984126984127,0.582411968618865,0.690842490842491,0.625,91,0.300925925925926,0.699074074074074,0.447120098039216,0.318589743589744,0.479983660130719,0.747670250896057,0.666666666666667,0,"FALSE"
"58",94.6666666666667,0.274725274725275,0.725274725274725,0.434639470388263,0.241745182921654,0.481237357885192,0.748196248196248,0.458333333333333,96,0.338597023824987,0.661402976175013,0.420698468056608,0.26535409035409,0.467126216754752,0.587046657046657,0.7,0,"TRUE"
"59",105,0.315993412767606,0.684006587232394,0.46820029180392,0.418181818181818,0.485322306217829,0.748078529657477,0.333333333333333,90,0.2798459563543,0.7201540436457,0.455321285140562,0.34,0.507887013939839,0.56875,0.416666666666667,0,"FALSE"
"60",95,0.240579710144928,0.759420289855072,0.468691318792431,0.505050505050505,0.468749723703173,0.688109161793372,0.333333333333333,110,0.204545454545455,0.795454545454545,0.464285714285714,0.40625,0.5,1,1,0,"FALSE"
"61",97.5,0.302549751243781,0.697450248756219,0.409469696969697,0.309659090909091,0.438210227272727,0.736111111111111,0.6,97.3333333333333,0.249881460407776,0.750118539592224,0.417602271260808,0.283164983164983,0.473366551579828,0.823655913978495,0.125,2,"FALSE"
"62",100.333333333333,0.341581412911372,0.658418587088629,0.407513374375764,0.324322169059011,0.429246309246309,0.802248677248677,0.333333333333333,87.6666666666667,0.271270396270396,0.728729603729604,0.403039948676191,0.337164750957854,0.435910832462557,0.723809523809524,0,0,"TRUE"
"63",95,0.237852027423096,0.762147972576904,0.436012350015394,0.418961352657005,0.439034792368126,0.710650650650651,0.583333333333333,100.4,0.284697731209359,0.715302268790641,0.442684962533416,0.386885575069608,0.463639737818842,0.677313579862305,0.35,0,"TRUE"
"64",95,0.304909560723514,0.695090439276486,0.432081117717974,0.278508771929825,0.472974910394265,0.725473801560758,0.333333333333333,92.6666666666667,0.305948637316562,0.694051362683438,0.388667391566993,0.33003108003108,0.407329646153896,0.717592592592593,0.291666666666667,0,"FALSE"
"65",99.6,0.298797127751914,0.701202872248087,0.471486291486291,0.345705794205794,0.512634643582224,0.662071369490724,0.3,98,0.187988672814755,0.812011327185245,0.485874646662318,0.328623188405797,0.540876068376068,0.743279569892473,0.875,0,"FALSE"
"66",89.3333333333333,0.2595854834473,0.7404145165527,0.375148198814409,0.353434343434343,0.384693761384335,0.801892551892552,0.541666666666667,90.6666666666667,0.302773288139142,0.697226711860858,0.420200537992613,0.357468408784198,0.439744079449962,0.733623756014414,0,0,"FALSE"
"67",96,0.176278918214402,0.823721081785598,0.450847045876286,0.354945054945055,0.469281045751634,0.780910213547785,0.541666666666667,100.8,0.291406534286969,0.708593465713031,0.442431078340258,0.357493231406275,0.467200019638649,0.714782891527078,0.6,0,"TRUE"
"68",92.6666666666667,0.250140745387573,0.749859254612427,0.438394837668885,0.229956427015251,0.483899297423888,0.753727753727754,0.75,99,0.380295250320924,0.619704749679076,0.455249569707401,0.254901960784314,0.509372275501308,0.708333333333333,0.375,0,"FALSE"
"69",104,0.163932631917869,0.836067368082131,0.506815214637853,0.438262626262626,0.537014332238299,0.830422151378034,0.733333333333333,101.333333333333,0.278617810760668,0.721382189239332,0.456128955568575,0.326465201465201,0.483614911553344,0.786790505675955,0.833333333333333,0,"FALSE"
"70",94.5,0.280820874861573,0.719179125138427,0.393913327526132,0.283456739339092,0.453894166362197,0.750342049255093,0.458333333333333,89,0.204545454545455,0.795454545454545,0.426666666666667,0.277777777777778,0.473684210526316,0.869565217391304,0.75,0,"TRUE"
"71",95.6666666666667,0.278320449052156,0.721679550947844,0.433776666371603,0.310964912280702,0.475721748376211,0.688034188034188,0.666666666666667,87.6,0.276927918006921,0.723072081993079,0.413192476812407,0.321849261849262,0.446432019611617,0.782994157258863,0.433333333333333,0,"TRUE"
"72",107.75,0.195131524399214,0.804868475600786,0.513667582417582,0.442738095238095,0.534465226464149,0.718131868131868,0.5,84.75,0.293452797202797,0.706547202797203,0.376684723411905,0.293196143863552,0.421272746988427,0.706919642857143,0,0,"TRUE"
"73",98.5,0.299793956043956,0.700206043956044,0.440341304918857,0.327142220524573,0.47068411597487,0.763528138528139,0.5,115,0.121951219512195,0.878048780487805,0.63768115942029,0.4,0.677966101694915,0.766666666666667,0.75,0,"FALSE"
"74",100.333333333333,0.216610549943883,0.783389450056117,0.456938159879336,0.379259259259259,0.47987012987013,0.684569479965899,0.416666666666667,91.6666666666667,0.235344458707745,0.764655541292255,0.451226848321556,0.356296296296296,0.491596807107433,0.651893939393939,0.5,0,"TRUE"
"75",101.4,0.212054002443018,0.787945997556982,0.497348694145638,0.371159663865546,0.535665623331411,0.84455496610669,0.8,94.5,0.259311421074042,0.740688578925958,0.459248912657163,0.35275974025974,0.496578839869281,0.745566239316239,0.75,0,"TRUE"
"76",99.75,0.255312097490399,0.744687902509601,0.463372898875182,0.371039196310935,0.497457912457912,0.734600891213794,0.625,98.25,0.173407716745235,0.826592283254765,0.474797178130511,0.340831043956044,0.508750526025568,0.826963477698772,0.625,0,"TRUE"
"77",99,0.203470603470603,0.796529396529396,0.493956636689068,0.415354625880942,0.517343787122832,0.786580267558528,0.9,104.5,0.199046920821114,0.800953079178886,0.476190476190476,0.390625,0.516666666666667,0.863636363636364,1,0,"FALSE"
"78",106.5,0.324564586357039,0.675435413642961,0.440217391304348,0.343137254901961,0.476666666666667,0.746363636363636,0.666666666666667,95.6,0.268560247970344,0.731439752029656,0.458308221034821,0.367922077922078,0.490120214752568,0.741280577659888,0.7,-3,"FALSE"
"79",86,0.267057533638107,0.732942466361893,0.355765911015569,0.343200757575758,0.362049732802957,0.765481913919414,0.5,99.5,0.305338778572474,0.694661221427526,0.435765736015256,0.375688803949674,0.454009966614297,0.714700028653517,0.583333333333333,0,"TRUE"
"80",93,0.305555555555556,0.694444444444444,0.420314168064664,0.363970588235294,0.434704184704185,0.717948717948718,0.0714285714285714,80.6666666666667,0.264133106447344,0.735866893552656,0.37668347809844,0.251461988304094,0.398002736936692,0.762309368191721,0.25,0,"FALSE"
"81",89,0.296937929400616,0.703062070599384,0.379646464646465,0.317550505050505,0.397695707070707,0.744074074074074,0.416666666666667,96,0.197761627906977,0.802238372093023,0.414882380519015,0.398182957393484,0.422091194968553,0.794528056484578,0.525,0,"TRUE"
"82",88,0.263514791121793,0.736485208878207,0.436423936486687,0.291649913553938,0.48086148104132,0.731237060041408,0.5,91,0.221690590111643,0.778309409888357,0.413212358417838,0.298793363499246,0.432010582010582,0.886473429951691,0.666666666666667,0,"FALSE"
"83",91.25,0.277228200550113,0.722771799449887,0.424475140597343,0.238256793945648,0.467763182745335,0.70043095043095,0.625,92.5,0.285269594960045,0.714730405039955,0.401615342022319,0.277457983193277,0.437291744360272,0.717685937251155,0.5,0,"FALSE"
"84",100,0.326774585803314,0.673225414196686,0.410594436076871,0.4187552213868,0.400778289810548,0.831376811594203,0.875,104.333333333333,0.21603128054741,0.78396871945259,0.470401493930906,0.407083333333333,0.5,0.793148880105402,1,0,"TRUE"
"85",92.75,0.304439746300211,0.695560253699789,0.440943955171597,0.231608851674641,0.487306940371456,0.715157982749516,0.25,90.75,0.219611792306671,0.780388207693329,0.447394495215526,0.343309178743961,0.491424878057848,0.66947601010101,0.416666666666667,0,"FALSE"
"86",100.5,0.322101442554428,0.677898557445572,0.441511664636072,0.378853754940711,0.463991729663371,0.762981974166185,0.375,99.6666666666667,0.28611344734137,0.71388655265863,0.441262615046759,0.323456790123457,0.502223966509681,0.844844244544394,0.533333333333333,10,"TRUE"
"87",96.6666666666667,0.294136495348817,0.705863504651183,0.462725062725063,0.338088161838162,0.504356030145681,0.657786747302876,0.25,97.75,0.337801485696223,0.662198514303777,0.414120096162643,0.322733918128655,0.438548959215871,0.703252277922663,0.425,0,"TRUE"
"88",96.5,0.162512218963832,0.837487781036168,0.463135284407214,0.366208791208791,0.480993042378242,0.775337832574632,0.55,91.5,0.231855539750277,0.768144460249723,0.403479481223384,0.337373737373737,0.438358247018205,0.828268251273345,0.25,0,"TRUE"
"89",102.333333333333,0.216185352913042,0.783814647086958,0.495475763639884,0.388664799253035,0.528087365848071,0.844420805088909,0.833333333333333,113.5,0.224019088016967,0.775980911983033,0.568840579710145,0.45,0.588983050847458,0.743333333333333,0.75,0,"TRUE"
"90",88.5,0.214975845410628,0.785024154589372,0.435897435897436,0.261111111111111,0.491379310344828,0.78475935828877,0,98.5714285714286,0.297433238776406,0.702566761223594,0.43700555150514,0.367473520268551,0.459369317630656,0.723711135671269,0.571428571428571,0,"FALSE"
"91",98.25,0.321186059683529,0.678813940316471,0.404994005140797,0.300933934486566,0.42962703962704,0.812624007936508,0.541666666666667,102.75,0.285886434993578,0.714113565006422,0.460376286568904,0.347790077569489,0.484421709980798,0.80437859354268,0.875,0,"FALSE"
"92",90,0.333333333333333,0.666666666666667,0.430379746835443,0.375,0.449152542372881,0.60016835016835,0.333333333333333,93.4,0.194572938689218,0.805427061310782,0.405979978489286,0.349315596684018,0.420025897151313,0.803622445187663,0.5,0,"FALSE"
"93",96.5,0.284827293310856,0.715172706689144,0.429728104174307,0.280098684210526,0.473457977948825,0.716025641025641,0.75,92.5,0.220693779904306,0.779306220095694,0.415714285714286,0.305555555555556,0.453508771929825,0.910973084886128,0.45,0,"TRUE"
"94",99.25,0.225519619269619,0.774480380730381,0.479662879815652,0.380481486652086,0.51731818516971,0.780411391145087,0.775,96.6666666666667,0.317047907451055,0.682952092548945,0.440494337415595,0.294045075295075,0.483716291740071,0.591057399390733,0.5,0,"TRUE"
"95",100,0.318266537384184,0.681733462615816,0.432273043935085,0.318856633562516,0.462261578494181,0.799057804940158,0.4,96,0.252535838825862,0.747464161174138,0.459845595451096,0.386848645181978,0.485100178960473,0.75315048138324,0.75,-25,"FALSE"
"96",102.666666666667,0.259338443116095,0.740661556883905,0.450577200577201,0.43294051627385,0.449883512544803,0.720662768031189,0.875,87.1666666666667,0.281087730414573,0.718912269585427,0.406827064010339,0.309874384874385,0.441471127454125,0.760022012769483,0.458333333333333,0,"TRUE"
"97",102.25,0.338003663003663,0.661996336996337,0.414762716186767,0.406000861883215,0.412793719243678,0.794656217750258,0.225,88,0.277645284380962,0.722354715619038,0.406108114191808,0.291537667698658,0.426974274924741,0.792320261437908,0.375,0,"TRUE"
"98",88.6,0.26480881760816,0.73519118239184,0.376566751800961,0.385671717171717,0.376596307981496,0.792385531135531,0.575,100.5,0.313438585531609,0.686561414468391,0.441701070310414,0.358118931605626,0.466275123981455,0.705453624244229,0.25,0,"TRUE"
"99",93.4,0.297605851094223,0.702394148905777,0.444519870019631,0.265287081339713,0.485230167681781,0.714983529056756,0.2,90,0.31875,0.68125,0.4375,0.267080745341615,0.5,0.614117647058824,0.65,0,"FALSE"
"100",102.833333333333,0.178277193264891,0.821722806735109,0.50336453071673,0.442141932141932,0.529432847486718,0.826633844097079,0.708333333333333,95.2,0.296215675968036,0.703784324031964,0.42246874420609,0.248633053221289,0.466976252631075,0.712610288262462,0.55,0,"TRUE"
"101",97.3333333333333,0.27037037037037,0.72962962962963,0.459071233994329,0.325980392156863,0.478991978991979,0.745299145299145,0.0714285714285714,98,0.193271627941642,0.806728372058358,0.473171075837742,0.380357142857143,0.497323001465616,0.821570782159017,0.6,0,"TRUE"
"102",104.2,0.311735208097597,0.688264791902403,0.455534913104207,0.383083003952569,0.482668793566763,0.755213165539844,0.45,102.333333333333,0.304901614233534,0.695098385766466,0.491586603701894,0.347619047619048,0.517099811676083,0.768282828282828,0.583333333333333,0,"TRUE"
"103",99.1428571428571,0.30271223410851,0.69728776589149,0.464037212672847,0.344211621711622,0.503733740124869,0.676062109933078,0.285714285714286,104,0.299691468484751,0.700308531515249,0.447424234012342,0.332592592592593,0.503652101866388,0.843310602763135,0.45,0,"TRUE"
"104",96,0.322166239051171,0.677833760948829,0.399289321759696,0.302285609127714,0.421479409479409,0.785813492063492,0.466666666666667,101.666666666667,0.174008390541571,0.825991609458429,0.496812263963427,0.398148148148148,0.525645813881108,0.865009746588694,0.8,0,"TRUE"
"105",84.3333333333333,0.264529351485873,0.735470648514127,0.412166918049271,0.278240740740741,0.453190071630851,0.773172905525847,0,85.5714285714286,0.268287963455652,0.731712036544348,0.405046940177876,0.322749472749473,0.434426232495693,0.746685534754795,0.446428571428571,-4,"FALSE"
"106",93.3333333333333,0.240740740740741,0.759259259259259,0.442374310303091,0.332121212121212,0.482387057387057,0.71078431372549,0.466666666666667,87.6,0.26211622750477,0.73788377249523,0.404886491353446,0.294768595697388,0.425161509492032,0.805284780578898,0.35,0,"TRUE"
"107",101.25,0.330795225066771,0.669204774933229,0.429656353373442,0.397399749373434,0.431731258341517,0.826657608695652,0.9,97.1428571428571,0.315711393199806,0.684288606800194,0.448995146356224,0.303986687915259,0.489240830020274,0.605521726950298,0.476190476190476,0,"FALSE"
"108",104.6,0.250415695415695,0.749584304584305,0.490548485670703,0.422903707840187,0.515493892398063,0.784329112916069,0.8,104,0.235257985257985,0.764742014742015,0.492424242424242,0.297202797202797,0.538810483870968,0.748888888888889,0.857142857142857,-22,"FALSE"
"109",107.6,0.226105219519371,0.773894780480629,0.510934065934066,0.408735930735931,0.535034867738483,0.732081252081252,0.566666666666667,97.5,0.284941634735268,0.715058365264732,0.439455660822148,0.259277544351074,0.485106473152158,0.730205543249022,0.5,0,"FALSE"
"110",100.666666666667,0.254473262669984,0.745526737330016,0.45330963728148,0.288515406162465,0.491338383838384,0.764550264550265,0.625,104.8,0.292134127168753,0.707865872831247,0.455717164987651,0.344334943639291,0.507399293433409,0.79687070443273,0.4,0,"TRUE"
