"gmSeason","gmDate","awayAbbr","awayDayOff","awayPTS","awayAST","awayTO","awaySTL","awayBLK","awayPF","awayFGA","awayFGM","away2PA","away2PM","away3PA","away3PM","awayFTA","awayFTM","awayORB","awayDRB","awayTRB","awayPTS1","awayPTS2","awayPTS3","awayPTS4","awayPTSEx","homeAbbr","homeDayOff","homePTS","homeAST","homeTO","homeSTL","homeBLK","homePF","homeFGA","homeFGM","home2PA","home2PM","home3PA","home3PM","homeFTA","homeFTM","homeORB","homeDRB","homeTRB","homePTS1","homePTS2","homePTS3","homePTS4","homePTSEx"
"2012-13","2012-10-30","WAS",0,84,26,13,11,10,19,90,32,58,24,32,8,20,12,18,21,39,24,15,23,22,0,"CLE",0,94,22,21,7,5,21,79,36,59,29,20,7,22,15,18,36,54,31,19,24,20,0
"2012-13","2012-10-30","BOS",0,107,24,16,4,2,23,75,39,62,33,13,6,28,23,7,34,41,25,29,22,31,0,"MIA",0,120,25,8,8,5,20,79,43,63,35,16,8,32,26,5,31,36,31,31,31,27,0
"2012-13","2012-10-30","DAL",0,99,22,12,9,5,25,85,40,70,35,15,5,18,14,9,31,40,25,23,26,25,0,"LAL",0,91,24,14,6,5,21,77,38,64,35,13,3,31,12,15,31,46,29,17,20,25,0
"2012-13","2012-10-31","DEN",0,75,19,22,9,5,22,88,33,70,29,18,4,11,5,16,38,54,22,16,14,23,0,"PHI",0,84,18,16,13,11,14,85,30,60,23,25,7,21,17,14,33,47,25,21,19,19,0
"2012-13","2012-10-31","IND",0,90,22,19,3,10,16,78,37,67,32,11,5,16,11,9,37,46,27,21,15,27,0,"TOR",0,88,18,10,12,8,18,91,33,74,27,17,6,19,16,15,27,42,25,23,23,17,0
"2012-13","2012-10-31","HOU",0,105,28,20,12,3,24,79,39,52,29,27,10,23,17,12,33,45,27,28,17,33,0,"DET",0,96,21,16,12,4,15,79,35,63,29,16,6,26,20,10,26,36,22,36,23,15,0
"2012-13","2012-10-31","SAC",0,87,14,21,10,5,29,84,34,67,28,17,6,16,13,11,29,40,23,17,23,24,0,"CHI",0,93,21,18,8,10,19,79,33,70,31,9,2,33,25,14,32,46,25,19,25,24,0
"2012-13","2012-10-31","SA",0,99,22,16,9,8,21,80,38,60,32,20,6,26,17,10,33,43,28,15,28,28,0,"NO",0,95,26,15,7,6,20,80,35,63,31,17,4,23,21,9,34,43,31,19,21,24,0
"2012-13","2012-10-31","DAL",1,94,20,16,8,5,32,85,32,63,21,22,11,26,19,8,32,40,26,37,13,18,0,"UTA",0,113,24,14,10,8,25,89,38,75,32,14,6,42,31,20,41,61,25,30,37,21,0
"2012-13","2012-10-31","GS",0,87,19,18,9,3,20,86,33,69,28,17,5,23,16,17,32,49,25,23,17,22,0,"PHO",0,85,16,18,10,12,23,80,32,59,28,21,4,22,17,11,33,44,21,21,25,18,0
"2012-13","2012-10-31","MEM",0,92,24,21,14,4,25,86,33,72,31,14,2,30,24,17,27,44,24,29,24,15,0,"LAC",0,101,25,22,12,9,27,74,38,59,33,15,5,29,20,8,31,39,26,23,24,28,0
"2012-13","2012-10-31","LAL",1,106,21,25,6,2,29,72,36,54,28,18,8,32,26,15,30,45,26,31,19,30,0,"POR",0,116,19,12,10,5,20,83,42,63,33,20,9,28,23,10,20,30,30,32,30,24,0
"2012-13","2012-11-01","OKC",0,84,18,18,6,5,20,77,29,60,22,17,7,23,19,12,36,48,24,16,26,18,0,"SA",1,86,27,13,9,4,21,79,35,60,30,19,5,16,11,6,33,39,21,24,21,20,0
"2012-13","2012-11-02","DEN",2,89,22,14,5,5,17,84,32,58,25,26,7,27,18,15,30,45,18,19,31,21,0,"ORL",0,102,24,13,8,8,24,86,42,71,37,15,5,18,13,11,35,46,29,29,20,24,0
"2012-13","2012-11-02","IND",2,89,19,19,5,5,16,83,33,57,26,26,7,27,16,14,38,52,20,23,27,19,0,"CHA",0,90,18,11,10,9,23,85,31,66,24,19,7,24,21,10,31,41,17,22,35,16,0
"2012-13","2012-11-02","MIL",0,99,26,19,12,5,17,86,40,68,32,18,8,12,11,11,35,46,25,21,30,23,0,"BOS",3,88,22,18,9,4,18,74,33,60,28,14,5,21,17,6,30,36,18,12,28,30,0
"2012-13","2012-11-02","CHI",2,115,34,17,7,4,21,69,44,59,40,10,4,30,23,5,36,41,32,28,23,32,0,"CLE",3,86,23,17,7,1,25,79,32,59,24,20,8,27,14,11,22,33,16,19,21,30,0
"2012-13","2012-11-02","HOU",2,109,22,21,8,2,18,90,38,60,30,30,8,29,25,23,35,58,28,25,28,28,0,"ATL",0,102,23,13,12,4,26,85,40,63,33,22,7,17,15,7,29,36,21,23,30,28,0
"2012-13","2012-11-02","MIA",3,84,18,21,4,5,18,71,33,51,26,20,7,13,11,7,34,41,17,27,19,21,0,"NY",0,104,27,14,10,0,22,84,36,48,17,36,19,15,13,13,28,41,33,22,26,23,0
"2012-13","2012-11-02","UTA",2,86,19,15,7,6,21,85,35,57,25,28,10,12,6,16,28,44,19,22,22,23,0,"NO",2,88,23,12,7,4,16,81,37,67,32,14,5,14,9,12,30,42,19,21,27,21,0
"2012-13","2012-11-02","SAC",2,80,17,12,7,4,34,89,32,73,29,16,3,16,13,11,32,43,18,23,24,15,0,"MIN",0,92,17,11,4,10,17,87,32,70,30,17,2,36,26,17,36,53,28,22,20,22,0
"2012-13","2012-11-02","POR",2,92,17,12,4,0,25,89,32,63,23,26,9,24,19,11,33,44,21,21,24,26,0,"OKC",1,106,18,12,2,10,22,76,39,67,34,9,5,32,23,8,39,47,26,23,25,32,0
"2012-13","2012-11-02","DET",2,89,20,10,2,5,19,90,37,77,33,13,4,19,11,10,29,39,28,18,17,26,0,"PHO",2,92,15,14,6,5,20,92,40,81,38,11,2,14,10,15,37,52,24,30,17,21,0
"2012-13","2012-11-02","LAC",2,105,24,12,12,4,26,84,38,62,30,22,8,27,21,9,28,37,28,24,30,23,0,"LAL",2,95,15,20,7,7,23,68,34,52,27,16,7,28,20,7,31,38,23,24,20,28,0
"2012-13","2012-11-02","MEM",2,104,22,14,9,4,22,77,35,64,29,13,6,34,28,9,31,40,28,23,24,29,0,"GS",2,94,21,19,5,5,24,80,36,60,26,20,10,17,12,9,27,36,20,27,16,31,0
"2012-13","2012-11-03","BOS",1,89,24,9,8,4,12,84,36,63,28,21,8,13,9,6,29,35,26,23,22,18,0,"WAS",4,86,20,15,7,4,14,78,34,58,28,20,6,17,12,7,39,46,12,30,25,19,0
"2012-13","2012-11-03","SAC",1,98,19,16,15,13,26,102,37,80,29,22,8,20,16,16,31,47,24,18,24,25,7,"IND",1,106,16,24,10,14,19,99,39,77,35,22,4,27,24,21,46,67,18,38,18,17,15
"2012-13","2012-11-03","DEN",1,116,13,15,5,3,21,95,49,74,44,21,5,20,13,18,29,47,34,32,25,25,0,"MIA",1,119,26,8,9,8,16,83,43,58,33,25,10,27,23,7,25,32,35,29,23,32,0
"2012-13","2012-11-03","TOR",3,100,23,14,8,5,31,82,37,64,30,18,7,25,19,10,27,37,35,17,26,22,0,"BKN",0,107,20,17,6,5,19,81,37,66,31,15,6,37,27,9,32,41,27,33,24,23,0
"2012-13","2012-11-03","NO",1,89,13,17,7,9,21,75,32,57,27,18,5,23,20,9,35,44,21,25,20,23,0,"CHI",1,82,21,12,11,6,20,88,29,71,26,17,3,25,21,15,26,41,18,26,16,22,0
"2012-13","2012-11-03","POR",1,95,28,16,11,8,18,93,39,69,29,24,10,12,7,10,43,53,17,20,27,17,14,"HOU",1,85,19,18,12,4,16,96,34,70,29,26,5,18,12,16,40,56,19,26,18,18,4
"2012-13","2012-11-03","CHA",1,99,19,12,13,2,14,91,39,74,36,17,3,24,18,15,23,38,19,34,28,18,0,"DAL",3,126,31,22,6,7,23,80,49,55,33,25,16,15,12,8,35,43,31,30,36,29,0
"2012-13","2012-11-03","CLE",1,102,19,16,9,0,21,83,39,67,33,16,6,29,18,9,33,42,27,22,30,23,0,"MIL",1,105,32,17,8,9,18,79,41,55,32,24,9,21,14,3,34,37,23,32,21,29,0
"2012-13","2012-11-03","UTA",1,100,17,17,11,7,22,77,38,64,33,13,5,22,19,9,23,32,17,27,35,21,0,"SA",2,110,29,18,8,6,18,74,42,61,35,13,7,23,19,7,26,33,28,34,17,31,0
"2012-13","2012-11-03","GS",1,114,22,14,7,2,34,84,41,68,37,16,4,39,28,16,32,48,33,24,28,29,0,"LAC",1,110,21,16,6,5,31,70,30,49,20,21,10,52,40,7,26,33,24,29,26,31,0
"2012-13","2012-11-04","PHI",4,84,14,18,8,2,18,79,34,62,26,17,8,10,8,10,31,41,25,19,22,18,0,"NY",2,100,18,15,12,5,10,77,39,50,28,27,11,18,11,8,31,39,31,26,18,25,0
"2012-13","2012-11-04","PHO",2,94,19,16,3,10,17,91,39,72,34,19,5,18,11,17,28,45,33,23,20,18,0,"ORL",2,115,26,11,7,1,17,92,45,81,36,11,9,19,16,13,33,46,26,20,40,29,0
"2012-13","2012-11-04","MIN",2,86,18,24,8,8,17,64,29,48,23,16,6,31,22,8,28,36,24,23,26,13,0,"TOR",1,105,18,11,9,3,24,90,40,69,30,21,10,17,15,16,23,39,25,31,23,26,0
"2012-13","2012-11-04","ATL",2,104,20,11,12,1,20,83,41,58,33,25,8,20,14,12,26,38,30,17,28,29,0,"OKC",2,95,27,21,4,9,21,71,33,49,24,22,9,22,20,7,30,37,22,29,23,21,0
"2012-13","2012-11-04","DET",2,79,19,17,5,5,20,79,28,66,24,13,4,23,19,13,20,33,13,21,21,24,0,"LAL",2,108,27,15,11,8,20,77,40,55,30,22,10,26,18,16,30,46,34,28,24,22,0
"2012-13","2012-11-05","NY",1,110,24,7,7,5,17,84,39,52,26,32,13,19,19,9,35,44,25,31,33,21,0,"PHI",1,88,19,13,3,2,19,86,29,64,21,22,8,26,22,19,35,54,21,27,20,20,0
"2012-13","2012-11-05","PHO",1,99,22,12,11,7,19,88,35,67,28,21,7,29,22,10,28,38,25,28,21,25,0,"MIA",2,124,33,15,7,4,22,86,47,60,32,26,15,19,15,7,42,49,34,31,33,26,0
"2012-13","2012-11-05","MIN",1,107,30,11,9,7,18,88,44,68,37,20,7,15,12,16,29,45,27,20,28,32,0,"BKN",2,96,24,15,7,4,17,73,35,50,22,23,13,18,13,8,21,29,31,31,24,10,0
"2012-13","2012-11-05","UTA",2,94,20,15,8,8,22,90,40,75,35,15,5,13,9,11,31,42,25,25,18,26,0,"MEM",3,103,21,12,9,10,17,91,38,77,33,14,5,25,22,14,37,51,18,29,27,29,0
"2012-13","2012-11-05","IND",2,79,11,19,3,7,17,79,27,59,21,20,6,22,19,17,31,48,18,20,22,19,0,"SA",2,101,25,8,11,2,17,87,41,69,33,18,8,13,11,11,34,45,26,21,26,28,0
"2012-13","2012-11-05","POR",2,91,13,13,5,3,13,93,36,71,31,22,5,18,14,23,25,48,27,28,24,12,0,"DAL",2,114,29,9,12,5,15,78,48,58,38,20,10,13,8,2,35,37,31,26,26,31,0
"2012-13","2012-11-05","GS",2,92,21,13,5,2,17,78,31,57,25,21,6,28,24,7,31,38,22,22,20,28,0,"SAC",2,94,13,14,7,5,25,81,37,62,33,19,4,23,16,10,33,43,21,31,23,19,0
"2012-13","2012-11-05","CLE",2,108,24,19,12,2,18,92,40,63,26,29,14,22,14,18,25,43,31,26,27,24,0,"LAC",2,101,23,25,7,13,24,74,39,49,30,25,9,16,14,9,29,38,28,22,28,23,0
"2012-13","2012-11-06","ORL",2,93,23,12,4,5,22,86,36,67,28,19,8,17,13,11,32,43,24,24,22,23,0,"CHI",3,99,27,9,7,7,12,84,40,78,38,6,2,24,17,9,34,43,23,22,23,31,0
"2012-13","2012-11-06","TOR",2,88,16,17,11,2,24,84,30,54,23,30,7,25,21,8,29,37,17,21,25,25,0,"OKC",2,108,24,19,10,9,22,74,35,49,26,25,9,34,29,7,39,46,30,27,28,23,0
"2012-13","2012-11-06","DET",2,97,26,15,6,9,19,78,35,66,29,12,6,25,21,8,27,35,21,30,25,21,0,"DEN",3,109,23,15,9,11,21,92,41,62,31,30,10,22,17,21,31,52,24,34,27,24,0
"2012-13","2012-11-07","PHO",2,117,29,12,8,11,24,93,43,66,31,27,12,28,19,22,28,50,31,29,25,32,0,"CHA",4,110,26,13,4,12,20,87,38,65,28,22,10,27,24,15,24,39,22,24,35,29,0
"2012-13","2012-11-07","BKN",2,73,12,19,7,1,15,80,30,59,27,21,3,17,10,13,27,40,22,19,15,17,0,"MIA",2,103,25,12,8,5,18,77,40,53,30,24,10,16,13,8,32,40,26,24,29,24,0
"2012-13","2012-11-07","IND",2,86,18,15,10,7,14,85,35,59,27,26,8,9,8,11,30,41,25,25,27,9,0,"ATL",3,89,24,17,8,3,15,87,38,65,31,22,7,12,6,17,34,51,22,29,14,24,0
"2012-13","2012-11-07","WAS",4,94,25,20,8,6,27,95,39,66,29,29,10,7,6,10,34,44,16,26,16,30,6,"BOS",4,100,26,19,9,5,17,81,34,68,30,13,4,34,28,6,38,44,21,16,29,22,12
"2012-13","2012-11-07","PHI",2,77,19,15,5,6,16,84,35,62,31,22,4,5,3,9,34,43,16,20,21,20,0,"NO",4,62,18,24,8,9,12,69,23,50,19,19,4,16,12,11,36,47,19,18,10,15,0
"2012-13","2012-11-07","MEM",2,108,28,14,7,5,20,83,44,67,38,16,6,19,14,11,38,49,23,33,25,27,0,"MIL",4,90,22,10,10,9,18,91,35,76,29,15,6,21,14,16,25,41,22,21,25,22,0
"2012-13","2012-11-07","ORL",1,75,17,20,6,7,22,80,28,68,25,12,3,20,16,12,29,41,12,22,21,20,0,"MIN",2,90,22,20,11,9,18,76,34,56,27,20,7,22,15,13,33,46,25,13,30,22,0
"2012-13","2012-11-07","DEN",1,93,20,22,10,5,16,82,37,64,30,18,7,21,12,16,33,49,25,31,13,24,0,"HOU",4,87,18,20,15,2,22,84,31,51,23,33,8,23,17,16,27,43,18,23,23,23,0
"2012-13","2012-11-07","TOR",1,104,21,10,7,1,28,81,36,59,31,22,5,31,27,10,28,38,24,26,24,30,0,"DAL",2,109,21,12,4,6,23,84,39,63,31,21,8,35,23,16,31,47,36,25,21,27,0
"2012-13","2012-11-07","LAL",3,86,11,19,10,3,14,74,25,51,21,23,4,46,32,15,33,48,17,24,16,29,0,"UTA",2,95,21,12,12,7,30,83,37,66,32,17,5,18,16,9,28,37,25,26,14,30,0
"2012-13","2012-11-07","DET",1,103,23,17,4,6,20,73,36,51,28,22,8,31,23,10,23,33,27,19,25,32,0,"SAC",2,105,15,15,8,3,21,82,40,66,33,16,7,24,18,14,28,42,26,29,24,26,0
"2012-13","2012-11-07","CLE",2,96,20,16,7,1,26,86,36,54,25,32,11,21,13,11,28,39,21,30,23,22,0,"GS",2,106,28,17,11,4,22,78,42,60,37,18,5,23,17,7,37,44,37,22,26,21,0
"2012-13","2012-11-07","SA",2,84,25,20,7,4,11,73,30,50,22,23,8,24,16,6,23,29,16,25,21,22,0,"LAC",2,106,30,15,13,8,19,83,46,66,40,17,6,9,8,9,37,46,22,25,35,24,0
"2012-13","2012-11-08","OKC",2,97,23,22,10,8,19,73,36,60,31,13,5,21,20,8,30,38,24,24,18,31,0,"CHI",2,91,22,21,6,3,19,84,35,69,30,15,5,18,16,12,29,41,24,23,25,19,0
"2012-13","2012-11-08","LAC",1,103,20,14,9,3,22,77,41,64,38,13,3,25,18,10,34,44,29,31,17,26,0,"POR",3,90,19,13,10,4,22,75,32,55,25,20,7,30,19,9,22,31,22,17,32,19,0
"2012-13","2012-11-09","MIL",2,101,21,21,11,6,21,78,40,63,34,15,6,19,15,6,32,38,30,26,19,26,0,"WAS",2,91,23,20,13,4,24,78,34,60,30,18,4,22,19,10,26,36,28,19,25,19,0
"2012-13","2012-11-09","BKN",2,107,21,11,9,6,13,82,41,59,32,23,9,25,16,15,33,48,19,31,25,32,0,"ORL",2,68,19,18,3,6,22,70,30,59,26,11,4,8,4,7,28,35,17,19,15,17,0
"2012-13","2012-11-09","PHI",2,106,27,16,12,7,22,82,40,69,33,13,7,23,19,8,30,38,23,34,26,23,0,"BOS",2,100,31,14,7,3,19,76,37,66,33,10,4,31,22,7,24,31,20,25,29,26,0
"2012-13","2012-11-09","MIA",2,95,22,15,8,2,22,76,37,54,30,22,7,16,14,8,28,36,25,17,30,23,0,"ATL",2,89,20,13,4,5,16,81,34,56,25,25,9,16,12,7,29,36,25,21,25,18,0
"2012-13","2012-11-09","DAL",2,94,17,20,4,3,28,81,33,53,25,28,8,23,20,9,41,50,23,34,21,16,0,"NY",4,104,17,9,12,4,21,84,35,62,27,22,8,38,26,11,32,43,25,30,29,20,0
"2012-13","2012-11-09","CHA",2,99,17,12,7,9,17,83,40,62,33,21,7,18,12,15,26,41,21,28,20,30,0,"NO",2,107,29,9,5,7,15,83,43,61,35,22,8,21,13,13,27,40,24,35,19,29,0
"2012-13","2012-11-09","IND",2,94,18,13,7,4,21,84,37,66,32,18,5,17,15,11,26,37,19,24,21,30,0,"MIN",2,96,23,16,7,5,16,70,35,61,33,9,2,28,24,5,29,34,21,21,27,27,0
"2012-13","2012-11-09","DET",2,94,24,15,8,4,19,87,36,68,30,19,6,22,16,16,25,41,19,23,27,25,0,"OKC",1,105,21,17,8,4,25,71,38,51,30,20,8,26,21,8,30,38,18,31,25,31,0
"2012-13","2012-11-09","HOU",2,85,17,20,5,6,17,76,31,49,22,27,9,15,14,8,33,41,24,22,22,17,0,"MEM",2,93,16,9,14,8,16,94,35,75,29,19,6,23,17,18,22,40,17,25,27,24,0
"2012-13","2012-11-09","CLE",2,105,19,21,11,4,25,77,37,56,28,21,9,27,22,9,30,39,37,25,21,22,0,"PHO",2,107,21,17,12,6,19,81,38,64,32,17,6,33,25,12,30,42,16,33,27,31,0
"2012-13","2012-11-09","SA",2,97,27,20,8,8,19,72,35,54,30,18,5,26,22,7,41,48,24,23,22,28,0,"SAC",2,86,18,11,11,3,18,91,32,75,29,16,3,26,19,15,28,43,27,12,29,18,0
"2012-13","2012-11-09","UTA",2,84,19,18,5,12,21,87,32,64,28,23,4,22,16,14,31,45,27,11,19,27,0,"DEN",2,104,26,12,11,12,17,92,40,75,34,17,6,25,18,13,40,53,26,27,20,31,0
"2012-13","2012-11-09","GS",2,77,12,19,5,3,25,86,29,61,22,25,7,20,12,13,34,47,22,16,17,22,0,"LAL",2,101,22,16,9,6,14,90,36,62,28,28,8,28,21,16,42,58,23,24,25,29,0
"2012-13","2012-11-10","PHI",1,93,21,15,8,4,19,73,34,59,28,14,6,25,19,9,37,46,20,32,17,24,0,"TOR",3,83,20,13,6,4,21,79,30,53,18,26,12,16,11,7,28,35,26,7,29,21,0
"2012-13","2012-11-10","WAS",1,85,26,12,5,5,21,79,35,55,25,24,10,7,5,5,35,40,22,27,23,13,0,"IND",1,89,16,13,4,4,12,80,34,64,27,16,7,24,14,14,34,48,23,26,21,19,0
"2012-13","2012-11-10","DAL",1,97,21,19,9,7,24,79,32,60,23,19,9,30,24,8,35,43,21,34,18,18,6,"CHA",1,101,15,18,12,6,24,95,40,75,37,20,3,28,18,21,32,53,24,20,24,23,10
"2012-13","2012-11-10","DET",1,82,17,18,8,9,16,80,32,60,25,20,7,16,11,11,34,45,15,26,16,25,0,"HOU",1,96,23,15,10,3,17,82,33,56,24,26,9,26,21,8,34,42,20,27,25,24,0
"2012-13","2012-11-10","MIN",1,80,23,11,7,3,20,85,33,72,30,13,3,15,11,13,27,40,19,22,18,21,0,"CHI",2,87,19,14,6,9,19,80,34,67,28,13,6,16,13,14,33,47,20,20,23,24,0
"2012-13","2012-11-10","BOS",1,96,20,14,4,4,22,72,32,57,27,15,5,34,27,7,33,40,20,19,25,32,0,"MIL",1,92,20,11,7,3,25,88,35,69,32,19,3,26,19,16,28,44,22,20,26,24,0
"2012-13","2012-11-10","PHO",1,81,15,10,12,4,25,87,32,71,28,16,4,17,13,10,27,37,19,24,18,20,0,"UTA",1,94,22,18,3,7,18,78,38,64,36,14,2,24,16,10,42,52,29,21,27,17,0
"2012-13","2012-11-10","SA",1,112,20,21,9,5,20,70,40,52,33,18,7,31,25,6,30,36,26,17,30,39,0,"POR",2,109,23,15,14,5,23,89,42,67,32,22,10,19,15,12,25,37,26,26,27,30,0
"2012-13","2012-11-10","DEN",1,107,30,15,9,9,21,113,43,89,38,24,5,27,16,23,42,65,24,16,22,24,21,"GS",1,101,23,14,11,5,26,102,39,77,30,25,9,23,14,13,41,54,13,26,20,27,15
"2012-13","2012-11-11","ORL",2,74,22,12,6,4,22,83,30,71,29,12,1,18,13,10,31,41,17,18,18,21,0,"BKN",2,82,20,15,5,8,17,78,29,54,22,24,7,25,17,12,43,55,35,15,13,19,0
"2012-13","2012-11-11","ATL",2,76,20,22,3,9,12,72,30,47,21,25,9,16,7,10,31,41,19,18,23,16,0,"LAC",3,89,21,15,12,6,22,82,38,67,33,15,5,8,8,8,30,38,18,21,26,24,0
"2012-13","2012-11-11","MIA",2,86,18,14,8,6,16,79,30,64,26,15,4,36,22,15,28,43,21,20,25,20,0,"MEM",2,104,26,15,8,4,22,86,38,62,24,24,14,16,14,11,32,43,22,34,20,28,0
"2012-13","2012-11-11","CLE",2,91,19,15,11,0,19,83,34,60,27,23,7,23,16,10,26,36,21,25,27,18,0,"OKC",2,106,20,21,7,10,22,73,40,58,33,15,7,22,19,4,37,41,27,30,22,27,0
"2012-13","2012-11-11","SAC",2,90,20,13,10,5,24,90,36,67,29,23,7,14,11,14,25,39,22,26,18,24,0,"LAL",2,103,23,18,6,7,13,81,36,56,28,25,8,30,23,18,32,50,29,28,22,24,0
"2012-13","2012-11-12","MIL",2,105,25,23,8,7,19,80,41,60,34,20,7,18,16,6,42,48,34,28,21,22,0,"PHI",2,96,22,15,13,3,14,85,37,61,27,24,10,16,12,4,27,31,26,24,33,13,0
"2012-13","2012-11-12","UTA",2,140,30,18,10,11,26,93,46,67,32,26,14,43,34,11,35,46,26,26,30,22,36,"TOR",2,133,31,18,13,5,31,108,51,84,43,24,8,30,23,20,32,52,28,29,30,17,29
"2012-13","2012-11-12","OKC",1,92,10,14,7,12,20,73,27,63,26,10,1,42,37,9,35,44,25,20,17,30,0,"DET",2,90,22,12,8,7,28,83,33,66,27,17,6,27,18,13,26,39,23,28,22,17,0
"2012-13","2012-11-12","BOS",2,101,28,8,9,5,24,81,41,65,38,16,3,16,16,6,28,34,33,25,24,19,0,"CHI",2,95,24,14,6,1,15,74,34,65,31,9,3,31,24,8,32,40,27,19,24,25,0
"2012-13","2012-11-12","MIA",1,113,26,11,4,4,24,89,45,68,35,21,10,20,13,13,31,44,25,31,26,31,0,"HOU",2,110,25,11,5,6,20,80,36,46,24,34,12,33,26,11,29,40,19,33,33,25,0
"2012-13","2012-11-12","MIN",2,90,20,18,8,7,22,65,30,50,26,15,4,32,26,7,42,49,25,20,21,24,0,"DAL",2,82,16,10,7,2,20,80,29,64,25,16,4,25,20,7,28,35,17,22,19,24,0
"2012-13","2012-11-12","DEN",2,100,26,15,2,10,21,76,41,60,34,16,7,18,11,9,34,43,27,30,21,22,0,"PHO",2,110,29,6,6,4,19,94,43,82,36,12,7,21,17,15,25,40,23,31,29,27,0
"2012-13","2012-11-12","ATL",1,95,20,17,14,4,22,79,35,61,28,18,7,22,18,6,35,41,28,28,19,20,0,"POR",2,87,15,20,13,6,19,83,30,60,24,23,6,26,21,16,31,47,22,25,20,20,0
"2012-13","2012-11-13","NY",4,99,15,9,11,1,14,84,41,60,32,24,9,11,8,6,25,31,27,22,28,22,0,"ORL",2,89,28,20,7,5,9,75,37,61,32,14,5,17,10,9,33,42,23,30,23,13,0
"2012-13","2012-11-13","TOR",1,74,13,14,4,1,23,72,26,60,20,12,6,19,16,8,37,45,29,17,23,5,0,"IND",3,72,14,12,8,7,16,75,24,60,19,15,5,25,19,14,35,49,21,15,22,14,0
"2012-13","2012-11-13","WAS",3,76,18,17,5,10,24,84,25,53,20,31,5,32,21,18,32,50,27,12,22,15,0,"CHA",3,92,17,13,8,7,20,78,31,65,28,13,3,32,27,13,37,50,23,29,18,22,0
"2012-13","2012-11-13","CLE",2,101,16,12,10,0,26,87,38,73,35,14,3,26,22,16,19,35,30,12,33,26,0,"BKN",2,114,27,13,5,10,23,77,42,55,37,22,5,31,25,12,27,39,29,35,21,29,0
"2012-13","2012-11-13","POR",1,103,20,17,9,5,18,72,35,45,21,27,14,22,19,11,33,44,25,21,28,29,0,"SAC",2,86,19,13,7,4,20,77,36,66,35,11,1,19,13,10,23,33,18,24,16,28,0
"2012-13","2012-11-13","SA",3,84,22,8,13,5,17,90,35,70,28,20,7,11,7,11,27,38,18,20,22,24,0,"LAL",2,82,18,17,5,9,14,74,31,54,25,20,6,22,14,13,35,48,24,19,16,23,0
"2012-13","2012-11-14","DET",2,94,27,18,3,7,25,73,35,66,32,7,3,31,21,12,45,57,23,29,17,25,0,"PHI",2,76,15,4,10,4,21,84,25,68,20,16,5,32,21,11,27,38,17,17,20,22,0
"2012-13","2012-11-14","UTA",2,93,18,13,3,6,19,82,33,67,26,15,7,28,20,18,30,48,25,21,24,23,0,"BOS",2,98,24,9,8,4,17,72,36,62,32,10,4,29,22,4,29,33,20,24,29,25,0
"2012-13","2012-11-14","CHA",1,89,15,18,11,12,26,84,38,68,34,16,4,14,9,9,34,43,28,23,18,20,0,"MIN",2,87,20,17,7,11,14,81,31,62,26,19,5,37,20,19,34,53,24,14,15,34,0
"2012-13","2012-11-14","MEM",3,107,22,8,6,3,23,93,44,76,37,17,7,14,12,12,27,39,20,36,25,26,0,"OKC",2,97,23,15,6,6,19,72,35,59,29,13,6,26,21,10,30,40,30,15,26,26,0
"2012-13","2012-11-14","NO",5,96,17,11,6,8,16,84,34,60,26,24,8,21,20,9,29,38,27,18,31,20,0,"HOU",2,100,19,12,3,7,17,80,36,51,26,29,10,22,18,7,33,40,25,39,21,15,0
"2012-13","2012-11-14","IND",1,85,19,20,3,4,18,80,30,60,25,20,5,31,20,16,37,53,17,17,19,32,0,"MIL",2,99,24,6,11,8,22,91,38,75,35,16,3,25,20,14,32,46,33,27,22,17,0
"2012-13","2012-11-14","WAS",1,101,24,17,8,4,24,81,39,54,26,27,13,11,10,9,25,34,19,26,22,34,0,"DAL",2,107,20,13,6,4,15,78,39,67,36,11,3,33,26,14,26,40,23,40,22,22,0
"2012-13","2012-11-14","CHI",2,112,26,15,7,5,21,88,44,76,38,12,6,25,18,15,31,46,29,28,26,17,12,"PHO",2,106,19,15,6,6,27,105,42,84,36,21,6,17,16,20,31,51,27,24,18,31,6
"2012-13","2012-11-14","ATL",2,88,21,12,11,4,18,78,34,55,27,23,7,18,13,5,24,29,21,25,14,28,0,"GS",4,92,23,23,7,1,22,71,33,53,28,18,5,25,21,10,34,44,22,32,17,21,0
"2012-13","2012-11-14","MIA",2,100,22,19,11,6,25,77,35,56,26,21,9,29,21,11,25,36,24,30,20,26,0,"LAC",3,107,22,19,11,8,25,72,35,51,25,21,10,32,27,9,29,38,25,27,33,22,0
"2012-13","2012-11-15","BOS",1,97,17,14,8,3,24,75,35,62,28,13,7,25,20,12,32,44,26,24,29,18,0,"BKN",2,102,19,11,7,7,18,85,36,63,28,22,8,28,22,18,29,47,31,28,15,28,0
"2012-13","2012-11-15","NY",2,104,17,7,6,6,19,85,39,60,28,25,11,23,15,10,30,40,33,22,17,32,0,"SA",2,100,21,13,4,7,20,87,38,58,30,29,8,21,16,14,34,48,31,26,19,24,0
"2012-13","2012-11-15","MIA",1,98,24,11,5,9,14,77,36,50,23,27,13,16,13,5,24,29,28,26,25,19,0,"DEN",3,93,19,14,6,7,20,88,37,68,31,20,6,19,13,21,27,48,20,22,24,27,0
