"gmSeason","gmDate","awayAbbr","awayDayOff","awayPTS","awayAST","awayTO","awaySTL","awayBLK","awayPF","awayFGA","awayFGM","away2PA","away2PM","away3PA","away3PM","awayFTA","awayFTM","awayORB","awayDRB","awayTRB","awayPTS1","awayPTS2","awayPTS3","awayPTS4","awayPTSEx","homeAbbr","homeDayOff","homePTS","homeAST","homeTO","homeSTL","homeBLK","homePF","homeFGA","homeFGM","home2PA","home2PM","home3PA","home3PM","homeFTA","homeFTM","homeORB","homeDRB","homeTRB","homePTS1","homePTS2","homePTS3","homePTS4","homePTSEx"
"2012-13","2013-01-16","MIA",2,92,24,13,11,5,22,90,36,61,28,29,8,18,12,13,38,51,28,24,28,12,0,"GS",3,75,17,21,5,2,21,80,29,68,26,12,3,18,14,11,41,52,21,17,12,25,0
"2012-13","2013-01-17","NY",4,102,17,16,9,5,22,72,33,41,22,31,11,31,25,10,34,44,29,27,19,27,0,"DET",5,87,22,15,7,4,21,79,35,62,29,17,6,22,11,11,25,36,17,24,22,24,0
"2012-13","2013-01-17","LAC",2,90,18,18,10,5,20,77,35,64,30,13,5,23,15,11,37,48,27,20,21,22,0,"MIN",3,77,19,14,9,5,17,84,30,65,26,19,4,20,13,13,28,41,22,21,20,14,0
"2012-13","2013-01-17","MIL",2,98,24,18,7,11,18,92,39,76,33,16,6,20,14,13,38,51,32,21,17,28,0,"PHO",3,94,20,18,13,4,22,89,34,75,30,14,4,29,22,10,34,44,22,34,19,19,0
"2012-13","2013-01-17","MIA",1,99,22,6,14,2,27,83,40,70,38,13,2,23,17,4,31,35,26,18,29,26,0,"LAL",2,90,22,20,3,1,23,72,31,50,21,22,10,28,18,8,34,42,22,23,20,25,0
"2012-13","2013-01-18","CHA",3,106,16,11,5,4,24,79,37,67,33,12,4,38,28,11,32,43,28,29,19,30,0,"ORL",2,100,20,15,3,3,28,79,37,48,26,31,11,21,15,10,26,36,28,17,26,29,0
"2012-13","2013-01-18","CHI",2,100,21,21,4,1,22,75,36,60,31,15,5,32,23,8,35,43,23,22,23,20,12,"BOS",2,99,15,12,10,3,28,91,38,77,35,14,3,28,20,11,31,42,19,20,23,26,11
"2012-13","2013-01-18","TOR",2,101,29,18,6,5,19,88,40,63,29,25,11,13,10,10,32,42,28,32,13,23,5,"PHI",3,108,30,13,6,6,19,91,47,72,43,19,4,14,10,10,29,39,20,23,29,24,12
"2012-13","2013-01-18","HOU",2,95,21,18,7,10,17,83,34,53,21,30,13,16,14,11,25,36,18,34,17,26,0,"IND",2,105,21,14,11,10,20,87,40,68,29,19,11,17,14,14,27,41,31,28,24,22,0
"2012-13","2013-01-18","ATL",2,89,22,16,6,3,26,80,35,59,26,21,9,14,10,5,30,35,29,20,25,15,0,"BKN",2,94,18,18,8,2,22,74,30,48,21,26,9,38,25,11,37,48,29,20,25,20,0
"2012-13","2013-01-18","SAC",2,69,9,17,8,7,16,85,29,75,27,10,2,15,9,14,29,43,14,16,17,22,0,"MEM",2,85,21,16,8,10,16,78,34,71,31,7,3,20,14,15,33,48,18,24,18,25,0
"2012-13","2013-01-18","GS",2,88,23,9,4,2,21,84,36,68,32,16,4,14,12,7,35,42,26,21,26,15,0,"SA",2,95,19,11,2,4,12,80,36,58,31,22,5,20,18,7,39,46,19,27,32,17,0
"2012-13","2013-01-18","WAS",2,112,26,21,9,9,20,80,41,57,30,23,11,28,19,12,33,45,19,26,35,32,0,"DEN",2,108,17,14,13,4,23,84,41,68,34,16,7,31,19,9,25,34,19,31,37,21,0
"2012-13","2013-01-18","OKC",2,117,13,17,8,2,23,95,39,75,33,20,6,36,33,18,35,53,30,23,28,24,12,"DAL",2,114,24,16,11,3,23,91,41,71,34,20,7,30,25,11,35,46,22,24,26,33,9
"2012-13","2013-01-19","SAC",1,97,24,12,6,2,27,81,37,63,32,18,5,21,18,10,29,39,25,26,27,19,0,"CHA",1,93,20,15,8,8,18,72,31,57,26,15,5,38,26,10,28,38,20,26,30,17,0
"2012-13","2013-01-19","SA",1,98,21,9,8,4,15,86,41,62,33,24,8,11,8,5,34,39,25,27,20,26,0,"ATL",1,93,20,15,2,2,14,85,35,64,27,21,8,22,15,13,37,50,16,26,28,23,0
"2012-13","2013-01-19","MEM",1,85,15,15,8,8,22,84,34,79,34,5,0,28,17,17,31,48,18,26,16,16,9,"CHI",1,82,22,15,6,6,25,85,31,71,28,14,3,21,17,15,35,50,22,12,13,29,6
"2012-13","2013-01-19","HOU",1,79,14,20,8,2,29,78,25,47,17,31,8,28,21,21,22,43,16,22,21,20,0,"MIN",2,92,14,15,4,4,19,64,30,50,27,14,3,36,29,9,28,37,21,23,19,29,0
"2012-13","2013-01-19","GS",1,116,25,14,10,1,19,77,38,55,28,22,10,35,30,10,23,33,33,34,18,31,0,"NO",3,112,30,17,11,6,26,79,45,55,36,24,9,23,13,11,26,37,27,30,32,23,0
"2012-13","2013-01-19","CLE",3,98,20,10,3,6,18,83,34,62,28,21,6,30,24,12,28,40,23,25,20,30,0,"UTA",5,109,30,9,7,5,24,90,45,74,39,16,6,17,13,15,31,46,26,27,31,25,0
"2012-13","2013-01-19","MIL",2,110,26,15,12,4,22,88,39,70,33,18,6,32,26,10,33,43,30,32,22,26,0,"POR",3,104,19,19,8,4,25,81,34,53,26,28,8,32,28,8,38,46,19,26,31,28,0
"2012-13","2013-01-19","WAS",1,87,21,18,8,6,24,77,32,57,24,20,8,27,15,11,32,43,22,18,24,23,0,"LAC",2,94,18,11,9,9,23,93,34,72,29,21,5,31,21,22,36,58,24,23,26,21,0
"2012-13","2013-01-20","LAL",3,103,20,13,7,4,15,88,38,61,29,27,9,21,18,12,25,37,20,29,21,33,0,"TOR",2,108,27,15,11,2,22,84,46,64,40,20,6,17,10,10,30,40,29,24,30,25,0
"2012-13","2013-01-20","DAL",2,111,29,8,9,7,13,90,45,75,37,15,8,15,13,10,33,43,26,31,28,26,0,"ORL",2,105,26,14,5,3,14,79,40,58,31,21,9,20,16,5,37,42,24,24,27,30,0
"2012-13","2013-01-20","BOS",2,88,22,18,13,4,33,83,33,68,29,15,4,25,18,11,31,42,18,30,23,17,0,"DET",3,103,24,21,9,7,23,78,36,59,27,19,9,31,22,12,38,50,27,25,29,22,0
"2012-13","2013-01-20","OKC",2,118,22,24,10,5,28,76,35,52,27,24,8,48,40,11,28,39,25,25,29,30,9,"DEN",2,121,26,24,9,6,33,93,45,75,37,18,8,34,23,20,30,50,25,26,30,28,12
"2012-13","2013-01-21","SAC",2,105,18,11,5,1,22,81,38,66,35,15,3,32,26,12,24,36,18,21,37,29,0,"NO",2,114,25,15,4,4,27,89,43,64,31,25,12,21,16,20,29,49,30,34,23,27,0
"2012-13","2013-01-21","IND",3,82,22,20,8,11,14,69,34,52,26,17,8,11,6,9,25,34,26,17,22,17,0,"MEM",2,81,16,15,10,2,12,83,35,73,31,10,4,7,7,14,21,35,27,12,24,18,0
"2012-13","2013-01-21","HOU",2,100,20,13,7,3,23,74,29,45,19,29,10,41,32,11,36,47,22,23,29,26,0,"CHA",2,94,17,10,5,10,27,81,34,66,28,15,6,24,20,8,32,40,30,26,25,13,0
"2012-13","2013-01-21","MIN",2,96,24,20,12,6,21,74,36,60,31,14,5,26,19,10,20,30,31,27,19,19,0,"ATL",2,104,32,22,11,5,23,71,41,55,31,16,10,21,12,7,25,32,18,26,26,34,0
"2012-13","2013-01-21","BKN",3,88,23,19,3,4,22,74,31,50,19,24,12,20,14,12,40,52,26,21,18,23,0,"NY",4,85,14,5,11,2,20,84,34,63,28,21,6,17,11,7,30,37,24,17,27,17,0
"2012-13","2013-01-21","LAC",2,99,32,14,10,5,16,83,38,53,27,30,11,22,12,10,29,39,33,19,28,19,0,"GS",2,106,25,17,4,2,21,75,39,53,27,22,12,18,16,6,33,39,33,20,20,33,0
"2012-13","2013-01-21","SA",2,90,22,14,8,3,12,81,34,63,31,18,3,26,19,9,38,47,25,24,22,19,0,"PHI",3,85,25,16,6,6,16,84,37,70,33,14,4,11,7,7,35,42,17,18,29,21,0
"2012-13","2013-01-21","LAL",1,83,15,16,5,9,16,81,32,64,29,17,3,23,16,15,35,50,20,20,29,14,0,"CHI",2,95,25,8,9,11,20,93,39,76,30,17,9,12,8,14,26,40,27,20,22,26,0
"2012-13","2013-01-21","WAS",2,98,23,15,6,1,18,84,39,65,31,19,8,17,12,11,33,44,34,16,19,29,0,"POR",2,95,25,14,5,3,17,81,37,57,30,24,7,18,14,10,32,42,31,20,13,31,0
"2012-13","2013-01-22","BOS",2,90,24,18,5,8,18,84,32,67,25,17,7,22,19,16,32,48,27,26,20,17,0,"CLE",3,95,28,13,7,7,22,82,37,70,35,12,2,22,19,8,31,39,31,23,16,25,0
"2012-13","2013-01-22","ORL",2,90,27,13,4,2,20,84,38,64,30,20,8,8,6,6,35,41,25,27,14,24,0,"DET",2,105,23,8,8,5,13,91,42,68,35,23,7,21,14,16,38,54,26,28,28,23,0
"2012-13","2013-01-22","PHI",1,102,29,16,6,3,22,95,42,79,34,16,8,13,10,19,27,46,18,29,24,31,0,"MIL",3,110,24,15,10,5,13,79,41,63,34,16,7,33,21,12,26,38,28,27,28,27,0
"2012-13","2013-01-22","OKC",2,109,24,16,6,4,26,78,41,51,26,27,15,14,12,10,27,37,22,27,33,27,0,"LAC",1,97,15,11,8,7,17,84,39,68,35,16,4,21,15,12,23,35,22,23,23,29,0
"2012-13","2013-01-23","ATL",2,104,31,18,7,6,22,87,43,62,31,25,12,12,6,13,32,45,28,25,26,25,0,"CHA",2,92,18,19,11,8,15,76,31,61,25,15,6,29,24,11,30,41,20,26,21,25,0
"2012-13","2013-01-23","TOR",3,116,26,9,8,1,30,88,44,57,30,31,14,18,14,7,21,28,28,29,27,25,7,"MIA",6,123,26,14,5,3,21,82,45,60,36,22,9,38,24,16,37,53,22,28,38,21,14
"2012-13","2013-01-23","LAL",2,93,15,15,5,8,13,73,31,56,24,17,7,32,24,7,27,34,23,27,23,20,0,"MEM",2,106,22,12,7,8,28,96,47,83,43,13,4,10,8,16,36,52,24,35,24,23,0
"2012-13","2013-01-23","BKN",2,91,19,15,9,4,16,84,37,64,31,20,6,16,11,14,31,45,24,29,15,23,0,"MIN",2,83,25,13,7,7,17,83,38,68,35,15,3,6,4,6,31,37,17,25,20,21,0
"2012-13","2013-01-23","DEN",3,105,22,15,13,8,12,86,40,65,32,21,8,25,17,11,30,41,27,19,36,23,0,"HOU",2,95,24,23,8,7,21,83,37,49,26,34,11,13,10,7,31,38,21,23,22,29,0
"2012-13","2013-01-23","DET",1,82,20,12,6,4,22,82,34,69,30,13,4,14,10,13,24,37,23,24,21,14,0,"CHI",2,85,21,15,5,5,18,71,31,57,28,14,3,26,20,14,29,43,14,24,19,28,0
"2012-13","2013-01-23","NO",2,102,24,13,6,4,20,81,38,64,28,17,10,23,16,10,36,46,35,29,15,23,0,"SA",2,106,29,9,9,3,20,80,43,55,35,25,8,23,12,6,33,39,32,28,18,28,0
"2012-13","2013-01-23","WAS",2,88,20,15,9,7,19,86,31,68,24,18,7,26,19,12,39,51,19,19,20,30,0,"UTA",4,92,24,14,8,7,18,85,38,73,35,12,3,19,13,9,42,51,25,27,21,19,0
"2012-13","2013-01-23","IND",2,80,16,13,8,2,20,80,30,57,24,23,6,17,14,10,24,34,17,15,27,21,0,"POR",2,100,29,17,4,4,17,78,44,67,42,11,2,12,10,7,35,42,20,24,26,30,0
"2012-13","2013-01-23","PHO",6,106,30,12,14,4,22,90,43,71,37,19,6,16,14,10,20,30,30,19,25,32,0,"SAC",2,96,23,25,8,9,22,79,38,68,33,11,5,24,15,18,31,49,27,30,20,19,0
"2012-13","2013-01-23","OKC",1,99,20,19,9,7,20,78,36,62,31,16,5,27,22,9,30,39,26,31,22,20,0,"GS",2,104,20,15,10,3,21,84,37,61,31,23,6,27,24,11,29,40,27,25,24,28,0
"2012-13","2013-01-24","TOR",1,97,25,10,3,7,20,78,39,62,35,16,4,19,15,7,31,38,22,26,27,22,0,"ORL",2,95,22,14,6,4,12,81,35,63,27,18,8,20,17,10,31,41,20,27,19,29,0
"2012-13","2013-01-24","NY",3,89,12,12,7,5,23,83,32,55,24,28,8,20,17,11,38,49,20,30,22,17,0,"BOS",2,86,18,12,6,3,23,76,31,58,28,18,3,28,21,7,39,46,24,24,18,20,0
"2012-13","2013-01-24","LAC",2,88,20,15,5,4,25,83,33,65,27,18,6,26,16,14,31,45,20,26,20,22,0,"PHO",1,93,18,17,7,4,23,71,30,55,25,16,5,37,28,8,35,43,24,26,18,25,0
"2012-13","2013-01-25","MIN",2,101,27,17,8,2,20,88,39,74,36,14,3,33,20,22,26,48,25,21,27,28,0,"WAS",2,114,29,16,8,8,27,83,48,66,40,17,8,17,10,6,29,35,29,31,31,23,0
"2012-13","2013-01-25","MIL",3,108,34,17,6,6,20,92,43,64,29,28,14,13,8,11,30,41,21,38,31,18,0,"CLE",3,113,27,16,10,5,17,86,45,71,39,15,6,22,17,8,36,44,18,32,31,32,0
"2012-13","2013-01-25","BOS",1,111,28,21,8,1,30,93,42,74,35,19,7,20,20,10,38,48,29,28,16,25,13,"ATL",2,123,31,12,10,6,21,94,42,58,30,36,12,36,27,12,37,49,10,28,31,29,25
"2012-13","2013-01-25","DET",2,88,11,19,9,2,18,72,34,60,30,12,4,23,16,12,23,35,31,20,17,20,0,"MIA",2,110,24,12,12,4,17,77,43,60,38,17,5,23,19,9,27,36,30,30,24,26,0
"2012-13","2013-01-25","BKN",2,77,16,14,6,8,11,71,29,54,26,17,3,25,16,9,28,37,22,22,23,10,0,"MEM",2,101,25,12,6,3,21,90,47,81,43,9,4,8,3,15,30,45,32,35,18,16,0
"2012-13","2013-01-25","HOU",2,100,23,22,8,7,24,71,34,50,23,21,11,26,21,13,31,44,27,21,32,20,0,"NO",2,82,20,17,8,7,26,80,31,60,28,20,3,20,17,12,22,34,18,22,25,17,0
"2012-13","2013-01-25","SA",2,113,29,15,11,1,17,89,43,66,34,23,9,24,18,8,38,46,27,26,35,25,0,"DAL",5,107,20,14,8,7,19,91,42,73,36,18,6,18,17,10,37,47,20,23,25,39,0
"2012-13","2013-01-25","GS",2,87,12,11,6,5,19,78,27,59,23,19,4,33,29,10,27,37,13,37,16,21,0,"CHI",2,103,22,15,4,8,26,88,41,68,32,20,9,18,12,16,40,56,31,32,21,19,0
"2012-13","2013-01-25","OKC",2,105,27,20,10,6,20,76,37,53,31,23,6,30,25,8,39,47,27,31,28,19,0,"SAC",2,95,15,18,11,3,27,86,36,71,28,15,8,21,15,8,31,39,30,21,16,28,0
"2012-13","2013-01-25","UTA",2,84,16,10,14,4,14,81,34,67,31,14,3,16,13,9,21,30,19,18,26,21,0,"LAL",2,102,26,18,7,3,14,80,43,59,34,21,9,13,7,12,33,45,26,21,25,30,0
"2012-13","2013-01-26","CHI",1,73,19,17,5,6,16,71,29,56,25,15,4,12,11,7,34,41,24,20,11,18,0,"WAS",1,86,20,9,6,2,14,79,34,69,31,10,3,19,15,9,33,42,23,27,23,13,0
"2012-13","2013-01-26","CLE",1,99,12,15,8,4,22,78,37,67,31,11,6,22,19,10,29,39,19,27,20,33,0,"TOR",2,98,22,15,6,4,23,82,40,65,35,17,5,18,13,11,28,39,25,25,25,23,0
"2012-13","2013-01-26","NY",2,80,17,18,6,4,17,81,28,54,24,27,4,23,20,15,32,47,19,22,17,22,0,"PHI",4,97,16,11,6,5,22,75,38,56,32,19,6,22,15,4,30,34,24,29,31,13,0
"2012-13","2013-01-26","MIN",1,101,23,17,8,4,24,77,37,57,27,20,10,23,17,7,23,30,34,24,19,24,0,"CHA",3,102,21,17,5,10,22,73,37,62,32,11,5,26,23,8,30,38,22,25,26,29,0
"2012-13","2013-01-26","BKN",1,106,21,10,7,10,20,80,36,44,20,36,16,21,18,7,24,31,29,20,31,26,0,"HOU",1,119,31,12,6,3,18,87,43,59,31,28,12,27,21,14,36,50,28,34,27,30,0
"2012-13","2013-01-26","PHO",2,99,30,17,4,0,19,81,41,69,35,12,6,14,11,9,35,44,26,30,26,17,0,"SA",1,108,20,9,7,1,16,83,41,59,34,24,7,23,19,7,31,38,26,33,22,27,0
"2012-13","2013-01-26","GS",1,102,25,16,8,4,25,93,39,65,26,28,13,11,11,12,38,50,26,29,19,28,0,"MIL",1,109,24,12,7,7,15,101,41,71,28,30,13,20,14,22,36,58,23,28,35,23,0
"2012-13","2013-01-26","SAC",1,93,20,20,8,5,16,88,37,66,29,22,8,22,11,13,27,40,25,24,20,24,0,"DEN",3,121,34,17,13,7,21,89,47,58,34,31,13,17,14,10,41,51,39,32,30,20,0
"2012-13","2013-01-26","IND",3,110,21,22,9,5,24,81,44,60,37,21,7,18,15,16,25,41,24,24,20,30,12,"UTA",1,114,28,14,17,5,18,83,44,73,41,10,3,26,23,9,19,28,27,18,31,22,16
"2012-13","2013-01-26","LAC",2,100,25,15,6,4,22,81,40,65,33,16,7,17,13,15,26,41,22,23,31,24,0,"POR",3,101,23,14,10,1,19,75,35,50,24,25,11,21,20,9,23,32,25,26,31,19,0
"2012-13","2013-01-27","MIA",2,98,19,21,6,6,27,96,39,73,34,23,5,20,15,17,36,53,26,19,23,19,11,"BOS",2,100,24,17,11,8,20,88,36,68,31,20,5,27,23,8,38,46,22,23,19,23,13
"2012-13","2013-01-27","OKC",2,96,24,10,9,6,26,81,36,65,32,16,4,26,20,10,29,39,23,30,22,21,0,"LAL",2,105,29,14,6,3,20,74,41,57,34,17,7,29,16,6,37,43,27,25,23,30,0
"2012-13","2013-01-27","NO",2,91,20,16,6,7,19,77,33,57,24,20,9,23,16,14,29,43,24,19,21,27,0,"MEM",2,83,18,15,10,7,17,88,32,72,29,16,3,18,16,22,25,47,23,22,23,15,0
"2012-13","2013-01-27","DET",2,104,25,12,8,7,14,79,40,56,29,23,11,18,13,7,30,37,29,25,24,26,0,"ORL",3,102,26,15,9,2,21,90,40,67,30,23,10,16,12,18,33,51,25,19,33,25,0
"2012-13","2013-01-27","ATL",2,104,21,19,7,2,21,65,39,42,29,23,10,20,16,7,23,30,25,27,22,30,0,"NY",1,106,22,14,6,3,17,72,39,45,23,27,16,17,12,6,20,26,27,25,30,24,0
"2012-13","2013-01-27","PHO",1,95,22,18,7,6,15,77,34,60,30,17,4,28,23,8,30,38,21,21,30,23,0,"DAL",2,110,26,15,8,0,24,88,45,77,40,11,5,18,15,12,32,44,29,28,24,29,0
"2012-13","2013-01-27","POR",1,83,28,19,9,4,13,66,29,51,26,15,3,29,22,9,30,39,27,23,12,21,0,"LAC",1,96,33,13,8,2,23,82,42,65,36,17,6,9,6,8,29,37,33,22,23,18,0
"2012-13","2013-01-28","MEM",1,103,26,17,6,4,15,73,40,60,32,13,8,19,15,9,29,38,20,37,22,24,0,"PHI",2,100,25,10,8,4,14,83,45,74,41,9,4,9,6,6,21,27,33,21,25,21,0
"2012-13","2013-01-28","SAC",2,96,24,11,14,3,19,82,36,59,27,23,9,25,15,7,28,35,27,26,19,24,0,"WAS",2,94,20,20,4,2,19,77,37,66,34,11,3,21,17,10,35,45,32,25,19,18,0
"2012-13","2013-01-28","GS",2,114,22,14,4,8,19,86,46,71,40,15,6,20,16,13,36,49,25,27,32,30,0,"TOR",2,102,28,11,7,4,18,87,38,68,32,19,6,23,20,11,26,37,28,24,30,20,0
"2012-13","2013-01-28","ORL",1,77,24,15,9,5,12,79,32,52,26,27,6,9,7,11,25,36,20,20,23,14,0,"BKN",2,97,23,20,8,3,13,74,37,45,24,29,13,12,10,12,33,45,30,26,14,27,0
"2012-13","2013-01-28","CHA",2,85,12,12,3,5,20,81,32,69,26,12,6,21,15,11,30,41,18,22,15,30,0,"CHI",2,93,22,11,5,14,20,78,35,60,28,18,7,25,16,15,33,48,21,28,14,30,0
"2012-13","2013-01-28","IND",2,101,23,18,6,5,27,85,39,62,28,23,11,17,12,16,27,43,29,24,21,27,0,"DEN",2,102,23,15,10,4,23,78,37,64,30,14,7,30,21,9,32,41,24,31,27,20,0
"2012-13","2013-01-28","HOU",2,125,27,6,12,4,18,89,47,55,31,34,16,18,15,10,34,44,28,29,36,32,0,"UTA",2,80,19,16,2,9,19,81,32,63,27,18,5,19,11,14,25,39,22,17,20,21,0
"2012-13","2013-01-29","GS",1,108,31,14,8,9,23,84,45,68,34,16,11,10,7,7,32,39,23,32,29,24,0,"CLE",3,95,27,12,8,4,13,84,36,66,32,18,4,25,19,12,24,36,23,21,24,27,0
"2012-13","2013-01-29","MIL",3,117,28,10,13,8,21,98,46,75,35,23,11,22,14,21,27,48,19,33,39,26,0,"DET",2,90,18,21,7,4,20,84,34,73,32,11,2,28,20,21,30,51,28,14,26,22,0
"2012-13","2013-01-29","DAL",2,104,31,16,8,2,21,84,42,69,34,15,8,15,12,10,30,40,32,27,21,24,0,"POR",2,106,24,16,8,5,14,86,39,58,29,28,10,23,18,15,31,46,28,14,32,32,0
"2012-13","2013-01-29","NO",2,106,21,9,8,0,25,92,39,73,30,19,9,21,19,8,29,37,24,18,31,33,0,"LAL",2,111,34,15,7,4,17,79,39,46,27,33,12,33,21,9,41,50,25,29,29,28,0
"2012-13","2013-01-30","DET",1,79,11,14,8,10,17,88,32,70,29,18,3,27,12,16,28,44,23,13,20,23,0,"IND",2,98,23,17,8,4,18,81,36,67,29,14,7,21,19,15,41,56,29,25,16,28,0
"2012-13","2013-01-30","WAS",2,84,22,19,5,6,15,75,30,53,23,22,7,21,17,8,38,46,28,11,24,21,0,"PHI",2,92,27,11,9,6,17,95,40,82,34,13,6,10,6,11,32,43,25,23,25,19,0
"2012-13","2013-01-30","SAC",2,81,13,20,11,1,19,74,29,57,23,17,6,26,17,12,27,39,24,14,22,21,0,"BOS",3,99,22,17,9,4,22,73,39,57,34,16,5,20,16,6,32,38,22,37,21,19,0
"2012-13","2013-01-30","ORL",2,97,14,11,4,0,13,77,38,51,31,26,7,16,14,8,23,31,31,20,22,24,0,"NY",3,113,30,9,4,4,18,82,47,48,33,34,14,8,5,10,26,36,31,20,28,34,0
"2012-13","2013-01-30","TOR",2,92,16,17,6,5,18,85,33,63,24,22,9,23,17,15,37,52,23,32,14,23,0,"ATL",3,93,26,17,10,8,18,75,36,49,26,26,10,18,11,3,33,36,20,25,30,18,0
"2012-13","2013-01-30","CHI",2,104,27,12,10,5,22,91,45,78,41,13,4,13,10,15,30,45,23,32,24,25,0,"MIL",1,88,17,19,3,7,19,82,34,68,28,14,6,19,14,15,26,41,19,18,31,20,0
"2012-13","2013-01-30","LAC",3,96,16,15,11,3,18,77,35,68,32,9,3,36,23,15,30,45,23,29,24,20,0,"MIN",4,90,20,13,9,4,25,75,33,56,28,19,5,27,19,8,30,38,25,23,23,19,0
"2012-13","2013-01-30","MIA",3,105,21,15,10,3,20,83,43,64,32,19,11,14,8,13,25,38,30,19,36,20,0,"BKN",2,85,20,19,7,6,13,69,31,52,26,17,5,24,18,10,24,34,20,29,14,22,0
"2012-13","2013-01-30","CHA",2,78,13,24,12,2,16,73,30,54,26,19,4,17,14,9,23,32,23,14,23,18,0,"SA",4,102,28,23,16,5,20,69,38,53,29,16,9,21,17,6,29,35,25,24,25,28,0
"2012-13","2013-01-30","NO",1,99,22,12,5,7,32,78,37,56,29,22,8,28,17,10,33,43,29,18,28,24,0,"UTA",2,104,24,13,6,5,24,68,34,56,30,12,4,46,32,7,33,40,19,32,27,26,0
"2012-13","2013-01-30","HOU",2,110,22,22,11,6,29,81,39,54,31,27,8,35,24,10,32,42,29,28,29,24,0,"DEN",2,118,21,20,9,7,23,82,42,54,34,28,8,36,26,9,31,40,29,27,27,35,0
"2012-13","2013-01-30","LAL",1,86,19,20,7,4,16,78,33,51,25,27,8,19,12,11,35,46,22,19,32,13,0,"PHO",3,92,21,12,11,2,20,83,38,71,35,12,3,15,13,7,29,36,26,15,22,29,0
"2012-13","2013-01-31","MEM",3,89,19,13,12,2,23,98,34,73,28,25,6,19,15,21,27,48,22,12,33,22,0,"OKC",4,106,25,16,5,11,18,72,40,58,35,14,5,25,21,4,39,43,32,26,21,27,0
"2012-13","2013-01-31","DAL",2,97,25,15,8,5,18,81,36,56,28,25,8,24,17,12,35,47,23,30,26,18,0,"GS",2,100,26,13,6,4,21,84,36,64,29,20,7,25,21,12,34,46,28,27,25,20,0
"2012-13","2013-02-01","LAC",2,73,12,15,6,4,16,72,25,53,22,19,3,31,20,9,28,37,17,13,15,28,0,"TOR",2,98,30,12,7,6,25,81,38,55,26,26,12,17,10,11,34,45,22,24,26,26,0
"2012-13","2013-02-01","MIA",2,89,21,11,7,6,22,70,33,56,28,14,5,24,18,6,19,25,23,22,20,24,0,"IND",2,102,21,17,5,3,22,70,39,53,32,17,7,24,17,8,26,34,25,28,27,22,0
"2012-13","2013-02-01","MIL",2,86,18,13,7,3,22,83,33,63,25,20,8,17,12,12,28,40,28,25,20,13,0,"NY",2,96,17,16,5,4,15,76,32,41,19,35,13,26,19,14,36,50,25,22,27,22,0
"2012-13","2013-02-01","CHI",2,89,23,14,9,3,17,78,34,64,33,14,1,22,20,11,18,29,14,28,25,22,0,"BKN",2,93,19,18,7,4,18,75,39,64,34,11,5,20,10,11,29,40,24,17,22,30,0
"2012-13","2013-02-01","CLE",3,99,19,15,5,6,33,88,35,68,29,20,6,26,23,13,29,42,16,31,21,31,0,"DET",2,117,27,11,8,11,21,83,45,69,41,14,4,43,23,13,36,49,24,30,31,32,0
"2012-13","2013-02-01","SAC",2,80,21,13,12,4,15,79,30,69,29,10,1,25,19,9,26,35,23,16,29,12,0,"PHI",2,89,20,20,6,4,18,76,36,62,33,14,3,19,14,9,38,47,27,27,18,17,0
"2012-13","2013-02-01","ORL",2,84,19,14,10,6,13,95,36,76,33,19,3,9,9,15,32,47,18,17,24,25,0,"BOS",2,97,30,15,9,5,13,84,42,66,38,18,4,14,9,10,38,48,25,21,26,25,0
"2012-13","2013-02-01","WAS",2,76,19,16,12,0,19,83,34,63,29,20,5,3,3,7,24,31,30,10,16,20,0,"MEM",1,85,22,19,9,6,12,78,35,71,34,7,1,17,14,12,34,46,23,16,22,24,0
"2012-13","2013-02-01","NO",2,98,19,22,4,8,20,72,38,59,34,13,4,21,18,5,31,36,26,22,30,20,0,"DEN",2,113,29,9,14,6,20,84,44,62,37,22,7,22,18,7,25,32,26,25,34,28,0
"2012-13","2013-02-01","DAL",1,109,25,15,10,12,18,88,40,67,32,21,8,25,21,12,39,51,29,25,20,35,0,"PHO",2,99,20,13,9,7,21,89,38,74,34,15,4,25,19,12,34,46,31,23,21,24,0
"2012-13","2013-02-01","POR",3,77,15,15,6,8,22,79,29,59,22,20,7,16,12,12,28,40,19,17,25,16,0,"UTA",2,86,19,13,7,7,21,81,35,66,31,15,4,17,12,9,38,47,26,25,22,13,0
"2012-13","2013-02-01","LAL",2,111,27,13,6,6,14,92,39,60,27,32,12,25,21,17,40,57,37,31,17,26,0,"MIN",2,100,23,13,8,4,18,89,41,67,31,22,10,18,8,8,32,40,24,29,23,24,0
"2012-13","2013-02-02","CHI",1,93,26,9,12,5,14,93,38,73,30,20,8,13,9,18,35,53,24,19,26,24,0,"ATL",3,76,17,14,3,7,12,79,31,60,25,19,6,15,8,12,33,45,17,27,16,16,0
"2012-13","2013-02-02","SAC",1,81,14,19,8,2,15,76,32,55,26,21,6,15,11,5,25,30,22,11,19,29,0,"NY",1,120,34,17,8,1,19,86,47,43,28,43,19,13,7,15,37,52,25,31,41,23,0
"2012-13","2013-02-02","OKC",2,110,19,17,10,11,20,83,41,62,34,21,7,26,21,14,33,47,25,32,21,32,0,"CLE",1,115,27,13,9,2,16,90,43,72,34,18,9,23,20,14,30,44,23,29,24,39,0
